idDeputado,idProposicao
74655,2235896
204528,2235895
74655,2235894
204528,2235893
74655,2235892
178929,2235891
178929,2235890
178929,2235889
178929,2235888
178929,2235887
178929,2235886
178929,2235885
178929,2235884
178929,2235883
74655,2235882
74655,2235881
74655,2235880
204427,2235879
74655,2235878
204427,2235877
74655,2235876
204427,2235875
74655,2235874
204427,2235873
74655,2235872
90842,2235871
204506,2235870
204506,2235869
204506,2235868
204506,2235867
204506,2235866
204506,2235865
204506,2235864
204506,2235863
204506,2235862
204506,2235861
204506,2235860
204506,2235859
204506,2235858
204506,2235857
204506,2235856
204506,2235855
204506,2235854
204506,2235853
204506,2235852
204506,2235851
204506,2235850
204506,2235849
204506,2235848
204506,2235847
204506,2235846
204506,2235845
204506,2235844
204506,2235843
204506,2235842
204506,2235841
204506,2235840
204506,2235839
204506,2235838
204506,2235837
204506,2235836
204506,2235835
204506,2235834
204506,2235833
204506,2235832
204506,2235831
204506,2235830
204506,2235829
204506,2235828
204506,2235827
204506,2235826
204506,2235825
204506,2235824
204506,2235823
204506,2235822
204506,2235821
204506,2235820
204506,2235819
204506,2235818
204506,2235817
204365,2235815
204506,2235814
204506,2235812
204506,2235811
204506,2235810
204506,2235808
204506,2235807
204506,2235806
204506,2235805
204506,2235804
204506,2235802
204506,2235801
204506,2235800
204506,2235799
204506,2235798
204506,2235797
204506,2235796
204506,2235795
204506,2235794
204506,2235793
204506,2235792
204506,2235791
204506,2235790
204506,2235789
204506,2235788
204506,2235787
204506,2235786
204506,2235785
204506,2235784
204506,2235783
204506,2235782
204506,2235781
204411,2235780
204506,2235779
204506,2235778
204506,2235777
204506,2235776
204506,2235775
204506,2235774
204530,2235773
178951,2235772
204488,2235771
204530,2235771
204454,2235769
73788,2235768
160639,2235768
164360,2235768
178832,2235768
204353,2235768
204430,2235768
204459,2235768
204412,2235768
204377,2235768
204421,2235743
204407,2235740
73531,2234737
204570,2234736
204572,2234735
204572,2234734
204572,2234733
204572,2234732
152610,2234731
204572,2234730
204359,2234709
204359,2234708
74467,2234706
204365,2234705
160575,2234703
204433,2234700
204433,2234699
150418,2234698
81297,2234697
204433,2234696
204433,2234695
204433,2234694
204433,2234693
204452,2234692
178981,2234691
73701,2234690
178981,2234689
178981,2234688
204481,2234687
204485,2234686
204457,2234684
73531,2234683
74784,2234683
152605,2234683
134812,2234683
76874,2234683
204407,2234683
204535,2234683
205548,2234683
160575,2234682
204457,2234681
204457,2234680
204457,2234679
204457,2234678
204457,2234677
204488,2234676
204359,2234675
178987,2234674
160604,2234673
204404,2234672
74398,2234671
204553,2234670
204500,2234669
73531,2234668
73531,2234667
74161,2234666
160604,2234666
204500,2234664
204422,2234663
74356,2234662
157130,2234661
204438,2234660
204438,2234659
178954,2234658
204455,2234657
164360,2234655
178832,2234655
204353,2234655
204459,2234655
74043,2234654
133439,2234654
160587,2234654
160665,2234654
178832,2234654
178945,2234654
178947,2234654
204491,2234654
204357,2234654
204503,2234654
204459,2234654
204374,2234654
178854,2234654
178989,2234653
204425,2234652
160610,2234651
74158,2234650
74158,2234649
160511,2234646
160635,2234640
160635,2234638
204516,2234636
204523,2234636
109429,2234635
160587,2234633
204367,2234632
204428,2234631
204430,2234630
73466,2234629
211866,2234628
74471,2234627
73460,2234626
204519,2234625
178916,2234624
204555,2234623
204416,2234621
109429,2234619
204534,2234618
204534,2234617
160570,2234616
160570,2234615
160570,2234614
160570,2234613
204534,2234612
204534,2234611
178854,2234610
141405,2234609
160587,2234606
204521,2234604
160587,2234603
178939,2234599
204408,2234598
204408,2234597
204408,2234596
204408,2234595
204408,2234594
204408,2234593
204408,2234592
178977,2234591
204531,2234590
204364,2234589
204364,2234588
72442,2234587
72442,2234586
72442,2234585
204566,2234584
204566,2234583
69871,2234582
92699,2234581
74060,2234580
204525,2234579
204444,2234578
204444,2234577
204359,2234576
178969,2234575
204359,2234574
204359,2234573
204359,2234572
204359,2234571
204535,2234569
204576,2234568
204504,2234566
204562,2234565
204392,2234564
204352,2234563
92699,2234560
157130,2234558
204527,2234557
204527,2234556
204527,2234555
204407,2234554
204414,2234553
204414,2234552
204414,2234551
204414,2234550
204435,2234549
204435,2234548
204435,2234547
204435,2234546
204435,2234545
204435,2234544
204435,2234543
204435,2234542
204435,2234541
204435,2234540
204435,2234539
74043,2234538
74471,2234538
133439,2234538
141523,2234538
160541,2234538
160510,2234538
160527,2234538
160665,2234538
160531,2234538
178832,2234538
178912,2234538
178916,2234538
178922,2234538
178934,2234538
178951,2234538
178956,2234538
178975,2234538
204488,2234538
204391,2234538
204494,2234538
204357,2234538
204496,2234538
204423,2234538
157130,2234538
204510,2234538
204429,2234538
204527,2234538
204371,2234538
204534,2234538
204537,2234538
204546,2234538
204383,2234538
74060,2234538
204552,2234538
122974,2234538
204435,2234537
179001,2234525
178884,2234524
204541,2234521
116379,2234519
204541,2234517
116379,2234516
178884,2234514
205548,2234503
204535,2234501
205548,2234500
178954,2234496
178954,2234495
178954,2234493
178954,2234492
178954,2234491
178954,2234490
178954,2234489
73486,2234484
73486,2234483
73486,2234482
75431,2234480
75431,2234479
204416,2234477
204416,2234476
204414,2234475
178969,2234474
75431,2234470
141450,2234464
204363,2234462
75431,2234459
141398,2234454
160758,2234453
178871,2234453
161550,2234453
178839,2234452
160666,2234451
204512,2234450
73486,2234449
178843,2234448
73486,2234447
204559,2234441
204547,2234440
204547,2234438
73486,2234437
73486,2234436
73486,2234435
73486,2234433
73486,2234432
204542,2234431
204404,2234427
73531,2234425
74784,2234425
152605,2234425
134812,2234425
76874,2234425
204535,2234425
205548,2234425
178881,2234420
204541,2234417
204541,2234414
204541,2234413
204541,2234412
204541,2234411
204541,2234410
204395,2234409
204541,2234408
204395,2234407
204541,2234406
204541,2234405
204541,2234404
204541,2234403
204541,2234402
204359,2234401
73531,2234400
73486,2234398
73486,2234397
204503,2234394
178916,2234392
204359,2234391
204395,2234390
73486,2234389
204395,2234388
204395,2234387
204395,2234386
141401,2234385
141401,2234384
204395,2234383
178970,2234382
204395,2234381
178970,2234380
178970,2234379
178970,2234378
204473,2234377
204359,2234376
204473,2234375
178970,2234374
204473,2234373
204473,2234372
143632,2234370
139285,2234368
160666,2234366
160575,2234365
204541,2234364
74459,2234362
160587,2234357
160587,2234356
204407,2234355
160587,2234354
204541,2234353
204398,2234351
205548,2234349
160587,2234347
73701,2234345
204419,2234343
74305,2234341
74305,2234339
204555,2234338
204555,2234337
204555,2234336
171623,2234334
143632,2234329
204404,2234327
204486,2234326
178975,2234325
73772,2234324
73772,2234323
178975,2234322
73772,2234321
73772,2234320
73772,2234319
171623,2234318
73772,2234317
73772,2234316
73772,2234315
178946,2234314
73772,2234313
73772,2234312
73772,2234311
73772,2234310
73772,2234309
73772,2234308
73772,2234307
73772,2234306
73772,2234305
73772,2234303
73772,2234302
73772,2234301
73772,2234300
73772,2234299
73772,2234298
73772,2234297
178922,2234296
73772,2234295
204561,2234294
73772,2234293
73772,2234292
73772,2234291
73772,2234290
73772,2234289
73772,2234288
73772,2234287
73772,2234286
73772,2234285
73772,2234284
73772,2234283
73772,2234282
73772,2234281
204541,2234280
73772,2234279
204541,2234278
73772,2234277
204541,2234276
73772,2234275
204541,2234274
73772,2234273
204541,2234272
73772,2234271
73772,2234270
204541,2234269
73772,2234268
204541,2234267
73772,2234266
73772,2234265
204541,2234264
73772,2234263
204541,2234262
73772,2234261
74043,2234260
74471,2234260
74262,2234260
133439,2234260
141523,2234260
160541,2234260
160665,2234260
160531,2234260
178912,2234260
178916,2234260
178922,2234260
178934,2234260
178951,2234260
178956,2234260
178975,2234260
204488,2234260
204391,2234260
204494,2234260
204357,2234260
204371,2234260
204534,2234260
204546,2234260
74060,2234260
204552,2234260
178854,2234260
122974,2234260
73772,2234259
204541,2234258
73772,2234257
204541,2234256
73772,2234255
204541,2234254
73772,2234253
73772,2234252
73772,2234250
204541,2234249
73772,2234248
73772,2234247
204541,2234246
73772,2234245
204541,2234244
73772,2234243
73772,2234242
204541,2234241
73772,2234240
204541,2234239
206231,2234238
73772,2234237
73772,2234236
73772,2234235
204526,2234234
204526,2234233
204526,2234232
73772,2234231
73772,2234229
73772,2234227
73772,2234226
73772,2234225
73772,2234224
73772,2234223
73772,2234222
73772,2234220
73772,2234218
73772,2234215
73772,2234212
73772,2234211
73772,2234208
133439,2234204
73772,2234203
73772,2234198
133439,2234197
73772,2234194
73772,2234191
73772,2234189
73772,2234187
133439,2234186
204421,2234184
73772,2234182
204421,2234180
204421,2234179
73772,2234178
73772,2234175
73772,2234171
73772,2234169
73772,2234168
73772,2234166
73772,2234165
73772,2234164
205535,2234163
204398,2234162
73772,2234161
73772,2234160
73772,2234159
204398,2234158
160538,2234157
73772,2234156
204372,2234155
160538,2234154
73772,2234153
204372,2234152
73772,2234151
178981,2234150
73772,2234149
178981,2234148
73772,2234147
178842,2234146
204523,2234145
73772,2234144
73772,2234143
204433,2234142
143632,2234141
73486,2234140
204421,2234139
204421,2234138
204496,2234137
204496,2234136
204421,2234135
204421,2234134
204421,2234133
141391,2234132
141391,2234131
73891,2234129
141391,2234128
204452,2234126
204416,2234124
141405,2234123
160538,2234122
160538,2234121
160538,2234120
81297,2234119
178912,2234118
204576,2234116
178954,2234115
204388,2234112
178876,2234109
178876,2234108
178876,2234107
178876,2234106
178876,2234105
204365,2234104
178876,2234103
204427,2234102
204365,2234101
204365,2234100
133439,2234099
133439,2234098
204559,2234096
204372,2234093
204372,2234092
204372,2234091
204372,2234090
204524,2234089
204524,2234088
204457,2234087
204543,2234084
204524,2234083
177282,2234082
204514,2234080
204514,2234079
178985,2234077
141470,2234076
141470,2234075
141470,2234074
204461,2234071
141405,2234070
204468,2234069
204468,2234068
204468,2234067
204468,2234066
204468,2234065
204555,2234064
204555,2234063
204555,2234062
204555,2234061
204555,2234060
204555,2234059
204555,2234058
204555,2234057
204555,2234056
204555,2234055
204555,2234054
204555,2234053
204555,2234052
204555,2234051
204555,2234050
204555,2234049
204555,2234048
204555,2234047
204527,2234046
204555,2234045
204555,2234044
73441,2234043
73441,2234042
204518,2234041
204569,2234039
204469,2234037
204469,2234036
178985,2234035
204536,2234034
204536,2234033
204569,2234030
204527,2234029
204527,2234028
204527,2234027
204527,2234026
178981,2234018
204518,2234014
204518,2234013
204518,2234012
178970,2234002
160508,2233992
204461,2233988
204461,2233985
204461,2233981
204461,2233980
204461,2233979
204466,2233978
204466,2233977
204466,2233976
204461,2233974
204472,2233973
92346,2233970
204441,2233969
204435,2233968
204435,2233967
204435,2233966
204435,2233965
204435,2233964
204435,2233963
204435,2233962
204392,2233959
205535,2233952
205535,2233951
205535,2233950
204462,2233949
204466,2233948
74057,2233947
204466,2233945
204466,2233944
204466,2233943
204466,2233942
204472,2233941
74057,2233940
74376,2233939
74057,2233937
74057,2233936
141508,2233935
204398,2233934
141488,2233933
160587,2233932
73943,2233930
73943,2233929
73943,2233928
73943,2233927
73943,2233926
73943,2233925
205550,2233924
204352,2233916
160531,2233915
74209,2233912
74363,2233911
74363,2233910
74363,2233909
160665,2233904
160665,2233903
204483,2233902
178910,2233901
178910,2233900
204376,2233899
204376,2233898
204376,2233897
205865,2233896
178910,2233895
74398,2233892
178933,2233890
178933,2233889
74585,2233881
73531,2233879
73531,2233878
160639,2233877
160639,2233876
141464,2233871
160639,2233870
204531,2233869
178975,2233867
204461,2233866
159237,2233865
141428,2233858
141421,2233857
204570,2233856
204488,2233854
204404,2233853
204430,2233852
74052,2233851
204422,2233850
160570,2233849
160570,2233848
178959,2233847
204570,2233846
154178,2233845
73604,2233844
73604,2233843
205863,2233842
204521,2233837
204521,2233836
204482,2233832
162332,2233829
92699,2233826
164359,2233825
204527,2233821
204507,2233819
159237,2233817
159237,2233816
204393,2233815
159237,2233814
159237,2233813
159237,2233812
159237,2233811
159237,2233809
156190,2233808
204544,2233807
204393,2233806
159237,2233805
178929,2233803
74161,2233802
74161,2233801
141450,2233799
204523,2233799
178994,2233798
178994,2233797
178994,2233796
204398,2233795
204398,2233794
204398,2233793
204398,2233792
204429,2233790
204429,2233789
178994,2233788
178994,2233787
204459,2233787
171617,2233786
178920,2233785
204506,2233783
204506,2233782
204506,2233781
204506,2233780
204506,2233779
204506,2233778
204506,2233777
204506,2233776
204506,2233775
204506,2233774
204506,2233773
204506,2233772
204414,2233771
204506,2233770
204506,2233769
204506,2233768
204414,2233767
204506,2233766
204506,2233765
204506,2233764
204506,2233763
204506,2233762
204506,2233761
204506,2233760
204506,2233759
204433,2233757
204506,2233756
204506,2233755
204506,2233754
204506,2233753
204433,2233752
204506,2233751
204506,2233750
204506,2233748
204506,2233747
204433,2233746
204506,2233745
204506,2233744
204506,2233743
204506,2233742
204433,2233741
204506,2233740
204506,2233739
204430,2233738
204506,2233737
204506,2233736
204433,2233735
204506,2233734
204506,2233733
204506,2233732
204430,2233731
204506,2233730
204506,2233729
204506,2233728
204506,2233727
204430,2233726
204506,2233725
66179,2233724
178854,2233723
178835,2233720
204418,2233719
204423,2233718
204418,2233717
178854,2233716
178854,2233715
160587,2233714
160587,2233713
204509,2233712
160587,2233711
204491,2233710
204377,2233709
143084,2233704
204535,2233702
204535,2233700
178916,2233699
204535,2233698
204435,2233697
204435,2233696
204435,2233695
204435,2233694
204435,2233693
178854,2233692
204435,2233690
204435,2233688
160587,2233685
160587,2233683
160587,2233681
178857,2233677
76874,2233674
205550,2233671
204406,2233668
204388,2233659
178860,2233657
73441,2233656
90842,2233652
90842,2233651
90842,2233650
204418,2233646
204505,2233645
204351,2233642
204484,2233642
179587,2233642
204473,2233642
204376,2233642
204378,2233642
73696,2233640
178962,2233639
178962,2233638
143084,2233637
204419,2233631
204540,2233627
204404,2233606
204541,2233605
204541,2233603
178929,2233590
204570,2233589
204425,2233586
178948,2233585
204495,2233584
92699,2233578
204455,2233577
204372,2233575
204372,2233574
160538,2233569
160538,2233568
204532,2233564
204532,2233563
204526,2233560
204526,2233556
160538,2233548
204381,2233546
204478,2233520
204480,2233519
141439,2233510
178860,2233508
205476,2233506
205476,2233505
204439,2233497
141488,2233496
160575,2233496
204509,2233496
204464,2233496
73486,2233495
178972,2233494
204398,2233493
121948,2233490
204516,2233487
160587,2233486
90842,2233484
204523,2233483
160532,2233482
133968,2233478
152610,2233477
160534,2233477
204504,2233477
204372,2233477
204571,2233477
191923,2233475
191923,2233473
204425,2233472
141488,2233464
204359,2233463
204359,2233462
204359,2233461
73531,2233457
204535,2233457
73531,2233456
74043,2233451
74471,2233451
160541,2233451
160531,2233451
178833,2233451
178975,2233451
156190,2233451
204364,2233451
204531,2233451
178854,2233451
205865,2233451
73531,2233449
74784,2233449
152605,2233449
134812,2233449
76874,2233449
204407,2233449
204509,2233449
204464,2233449
204535,2233449
205548,2233449
74160,2233448
204453,2233447
178961,2233443
178961,2233441
204372,2233427
178912,2233423
204419,2233422
73696,2233412
178843,2233403
204428,2233401
141422,2233398
204462,2233396
198783,2233392
90201,2233391
90201,2233390
204478,2233389
204536,2233387
204536,2233385
204535,2233382
204389,2233380
204536,2233378
204450,2233377
141421,2233376
160552,2233374
164360,2233373
164360,2233371
178933,2233369
178908,2233368
204512,2233367
204532,2233366
204512,2233365
204512,2233364
204399,2233362
204419,2233360
204419,2233359
67138,2233358
204391,2233357
67138,2233356
204501,2233355
204501,2233354
204501,2233353
204487,2233352
204512,2233351
204512,2233350
171619,2233348
178947,2233347
211866,2233346
204406,2233345
178947,2233344
160538,2233343
204494,2233342
204501,2233341
204501,2233340
178952,2233339
90201,2233338
178922,2233335
204557,2233333
74160,2233332
204557,2233331
74160,2233330
204542,2233329
204459,2233328
204492,2233327
211866,2233326
74784,2233325
73531,2233324
74784,2233324
152605,2233324
134812,2233324
76874,2233324
204407,2233324
204509,2233324
204464,2233324
204535,2233324
205548,2233324
74784,2233323
204464,2233322
160575,2233321
204492,2233320
74419,2233319
160575,2233318
204492,2233316
178874,2233312
160587,2233304
116379,2233299
141488,2233290
204407,2233282
204535,2233282
116379,2233278
178925,2233274
204435,2233272
204435,2233271
204435,2233269
204435,2233268
143632,2233267
204435,2233266
141459,2233264
204435,2233263
204435,2233261
204435,2233259
204435,2233258
204435,2233257
204435,2233256
204435,2233255
204435,2233254
74057,2233253
204435,2233252
204435,2233251
204435,2233250
204435,2233249
204435,2233248
204435,2233247
204435,2233245
204435,2233244
178927,2233243
204435,2233242
204435,2233241
204435,2233240
204435,2233238
146307,2233237
204435,2233236
204435,2233235
204534,2233234
204534,2233233
204435,2233232
178927,2233230
206231,2233229
74156,2233224
107283,2233223
178857,2233222
205535,2233221
204559,2233220
205535,2233219
204516,2233217
204407,2233216
204516,2233215
204542,2233214
73486,2233213
74356,2233212
204516,2233211
178954,2233210
178954,2233209
191923,2233208
191923,2233207
204371,2233206
204371,2233204
204503,2233203
204566,2233201
204469,2233196
73891,2233195
204534,2233194
74044,2233185
74044,2233184
74044,2233182
204534,2233181
204534,2233180
178933,2233179
204440,2233177
204463,2233176
204463,2233175
141439,2233169
178884,2233168
204432,2233166
204559,2233165
204447,2233164
133439,2233163
178860,2233162
141458,2233161
133439,2233160
133439,2233159
133439,2233157
178987,2233155
178987,2233154
204367,2233153
74160,2233152
74160,2233151
204367,2233150
198783,2233148
204455,2233147
73482,2233146
141470,2233146
141488,2233146
171619,2233146
204501,2233146
204453,2233146
73482,2233144
141470,2233144
141488,2233144
171619,2233144
204501,2233144
204453,2233144
204455,2233143
73482,2233142
141470,2233142
141488,2233142
171619,2233142
204501,2233142
204453,2233142
204454,2233141
205476,2233140
204454,2233139
205548,2233138
204381,2233137
204381,2233136
204381,2233135
204381,2233134
204511,2233133
204544,2233132
178922,2233131
178896,2233130
204511,2233129
204576,2233128
204559,2233124
204559,2233122
160575,2233121
204526,2233120
178896,2233119
204409,2233118
204455,2233109
76874,2233105
160532,2233104
178922,2233103
204553,2233102
204414,2233101
204483,2233100
160575,2233099
204571,2233098
204571,2233097
178876,2233095
204365,2233093
141488,2233091
204430,2233090
160575,2233089
204503,2233088
204416,2233087
204503,2233086
204416,2233082
178857,2233081
204440,2233080
178990,2233079
160575,2233078
204376,2233077
193726,2233076
204392,2233075
204430,2233074
160673,2233072
160673,2233069
204541,2233068
68720,2233067
178929,2233066
204397,2233060
204479,2233059
98057,2233057
204532,2233056
178933,2233055
178933,2233054
178933,2233053
178916,2233052
74161,2233051
73531,2233050
74784,2233050
152605,2233050
134812,2233050
204509,2233050
204464,2233050
204535,2233050
205548,2233050
178959,2233049
204532,2233048
178873,2233047
178873,2233046
204439,2233045
204532,2233044
204381,2233043
204353,2233042
204353,2233041
74848,2233039
73531,2233039
74784,2233039
74398,2233039
141488,2233039
152605,2233039
160575,2233039
171619,2233039
178922,2233039
204495,2233039
157130,2233039
204509,2233039
204453,2233039
204464,2233039
204535,2233039
204477,2233039
74060,2233039
205548,2233039
73701,2233039
204532,2233038
204371,2233037
204381,2233036
73531,2233035
160587,2233035
204480,2233035
204453,2233035
204556,2233035
73531,2233034
160587,2233034
204480,2233034
204453,2233034
204556,2233034
73531,2233033
160587,2233033
204480,2233033
204453,2233033
204556,2233033
73531,2233032
160587,2233032
204480,2233032
204453,2233032
204556,2233032
73531,2233031
160587,2233031
204480,2233031
204453,2233031
204556,2233031
73531,2233030
160587,2233030
204480,2233030
204453,2233030
204556,2233030
73531,2233029
160587,2233029
204480,2233029
204453,2233029
204556,2233029
160575,2233028
73531,2233027
160587,2233027
204480,2233027
204453,2233027
204556,2233027
74862,2233026
74862,2233025
141459,2233024
73531,2233023
160587,2233023
204480,2233023
204453,2233023
204556,2233023
141459,2233022
141459,2233021
73531,2233020
160587,2233020
204480,2233020
204453,2233020
204556,2233020
73531,2233019
160587,2233019
204480,2233019
204453,2233019
204556,2233019
74156,2233018
73531,2233017
160587,2233017
204480,2233017
204453,2233017
204556,2233017
73531,2233016
160587,2233016
204480,2233016
204453,2233016
204556,2233016
178879,2233015
73531,2233014
160587,2233014
204480,2233014
204453,2233014
204556,2233014
160587,2233013
160587,2233012
73531,2233011
160587,2233011
204480,2233011
204453,2233011
204556,2233011
160587,2233010
141459,2233009
204381,2233008
141459,2233007
72442,2233005
72442,2233004
178927,2233003
74043,2233002
160604,2233002
204372,2233002
204540,2233002
204576,2233002
204381,2232999
204381,2232998
204464,2232997
204512,2232995
204512,2232994
204512,2232993
204410,2232992
204464,2232990
204464,2232989
141488,2232988
141488,2232987
204519,2232986
141488,2232985
204519,2232984
141488,2232983
141488,2232982
204369,2232981
204369,2232980
204369,2232979
160635,2232978
204369,2232977
178970,2232976
204369,2232975
160635,2232974
204369,2232973
68720,2232972
204369,2232971
204369,2232969
156190,2232968
204505,2232965
204381,2232962
204381,2232961
204381,2232960
204381,2232959
204528,2232958
204381,2232957
141508,2232955
160587,2232955
133968,2232955
204495,2232955
69871,2232955
141508,2232954
160587,2232954
133968,2232954
204495,2232954
69871,2232954
204410,2232953
204439,2232952
141488,2232951
204439,2232950
204439,2232949
74655,2232948
74398,2232948
204556,2232948
74655,2232947
160575,2232947
204556,2232947
74655,2232946
160575,2232946
204556,2232946
74655,2232945
160575,2232945
204556,2232945
74655,2232944
160575,2232944
204556,2232944
178873,2232937
204459,2232936
204540,2232934
204540,2232933
204371,2232932
204556,2232930
74655,2232929
160575,2232929
204556,2232929
74655,2232928
160575,2232928
204495,2232928
204556,2232928
204369,2232927
204535,2232925
73701,2232925
122466,2232921
178881,2232919
73701,2232914
204528,2232913
204528,2232912
204504,2232911
141470,2232909
171619,2232908
178961,2232902
133968,2232901
177282,2232900
66828,2232899
204556,2232898
204416,2232897
178970,2232896
204409,2232893
160508,2232892
160508,2232891
160508,2232889
160508,2232888
160508,2232887
160508,2232886
160508,2232885
160508,2232884
160508,2232883
160508,2232882
160508,2232881
204576,2232880
204576,2232879
4931,2232878
4931,2232877
4931,2232876
4931,2232875
4931,2232874
4931,2232873
4931,2232872
4931,2232871
204438,2232870
204438,2232869
204438,2232868
204438,2232867
204438,2232866
204542,2232865
204358,2232864
160632,2232863
160632,2232862
160632,2232861
73653,2232860
146307,2232859
146307,2232858
146307,2232857
146307,2232856
146307,2232855
146307,2232854
146307,2232853
146307,2232852
146307,2232851
73483,2232850
73483,2232849
73483,2232848
73483,2232847
73483,2232846
73483,2232845
73483,2232844
73483,2232843
73483,2232842
73483,2232841
73483,2232840
73483,2232839
73483,2232838
73483,2232837
73483,2232836
73483,2232835
73483,2232834
73483,2232833
73483,2232832
73483,2232831
73483,2232830
73483,2232829
73483,2232828
73483,2232827
73483,2232826
73483,2232825
141391,2232824
141391,2232823
178871,2232822
178871,2232821
178871,2232820
178871,2232819
178871,2232818
178871,2232817
178871,2232816
178871,2232815
178871,2232814
178871,2232813
178871,2232812
178871,2232811
178889,2232810
178889,2232809
178889,2232808
178889,2232807
178871,2232806
178871,2232805
178871,2232804
178871,2232803
178871,2232802
178871,2232801
178970,2232800
160666,2232799
141541,2232798
141541,2232797
151208,2232795
151208,2232794
151208,2232793
151208,2232792
151208,2232791
151208,2232790
141405,2232789
141405,2232788
141405,2232787
204472,2232786
204400,2232785
204538,2232784
204538,2232783
204538,2232782
204538,2232781
178993,2232780
204556,2232778
178933,2232777
178933,2232776
178933,2232775
178933,2232774
178933,2232773
178933,2232772
178933,2232771
178933,2232770
178933,2232769
178933,2232768
178933,2232767
178933,2232766
178933,2232765
178933,2232764
178933,2232763
178933,2232762
178933,2232761
178933,2232760
178933,2232759
178933,2232758
178933,2232757
204542,2232756
204542,2232755
204542,2232754
