idProposicao,ano,codTema,siglaTipo
2196338,2019,70,PFC
2190413,2019,61,PL
2190567,2019,74,PLP
2225714,2019,67,RCP
2225714,2019,61,RCP
2218265,2019,53,REP
2191122,2019,52,RIC
2209914,2019,70,SIT
2201766,2019,34,PLV
2201766,2019,37,PLV
2201766,2019,44,PLV
2191167,2019,53,PRC
2190884,2019,64,PDL
2190884,2019,67,PDL
2190884,2019,54,PDL
2190935,2019,61,INC
2196994,2019,64,PFC
2196994,2019,70,PFC
2190414,2019,70,PL
2190650,2019,34,PLP
2190650,2019,46,PLP
2190650,2019,70,PLP
2225734,2019,40,RCP
2219347,2019,53,REP
2191123,2019,52,RIC
2211504,2019,40,SIT
2202328,2019,34,PLV
2202328,2019,41,PLV
2202328,2019,54,PLV
2202328,2019,56,PLV
2191168,2019,53,PRC
2190885,2019,64,PDL
2190885,2019,67,PDL
2190885,2019,54,PDL
2191001,2019,40,INC
2197565,2019,46,PFC
2197565,2019,70,PFC
2190416,2019,34,PL
2191030,2019,70,PLP
2226756,2019,48,RCP
2220395,2019,53,REP
2191160,2019,46,RIC
2220370,2019,70,SIT
2201958,2019,51,PLV
2201958,2019,48,PLV
2191169,2019,53,PRC
2190977,2019,34,PDL
2191002,2019,40,INC
2200286,2019,70,PFC
2200286,2019,61,PFC
2190417,2019,43,PL
2191152,2019,70,PLP
2191152,2019,58,PLP
2233709,2019,34,RCP
2233709,2019,55,RCP
2229966,2019,53,REP
2191281,2019,61,RIC
2220371,2019,70,SIT
2202352,2019,34,PLV
2191172,2019,53,PRC
2191015,2019,34,PDL
2191009,2019,46,INC
2200720,2019,34,PFC
2200720,2019,70,PFC
2190418,2019,44,PL
2191194,2019,67,PLP
2191194,2019,40,PLP
2234653,2019,44,RCP
2234653,2019,53,RCP
2229969,2019,53,REP
2191336,2019,57,RIC
2221138,2019,40,SIT
2202962,2019,34,PLV
2202962,2019,52,PLV
2191173,2019,53,PRC
2191128,2019,57,PDL
2191011,2019,61,INC
2203130,2019,70,PFC
2203130,2019,61,PFC
2190419,2019,57,PL
2190419,2019,44,PL
2191350,2019,64,PLP
2191350,2019,40,PLP
2234675,2019,53,RCP
2229992,2019,53,REP
2191349,2019,46,RIC
2225097,2019,46,SIT
2225097,2019,56,SIT
2191174,2019,53,PRC
2191130,2019,34,PDL
2191031,2019,64,INC
2203597,2019,67,PFC
2203597,2019,70,PFC
2203597,2019,56,PFC
2190420,2019,34,PL
2190420,2019,43,PL
2190420,2019,74,PL
2191416,2019,34,PLP
2231088,2019,53,REP
2191378,2019,58,RIC
2226440,2019,48,SIT
2205299,2019,57,PLV
2205299,2019,52,PLV
2191176,2019,53,PRC
2191154,2019,34,PDL
2191034,2019,54,INC
2206089,2019,67,PFC
2206089,2019,54,PFC
2190422,2019,74,PL
2191457,2019,34,PLP
2191457,2019,70,PLP
2191457,2019,58,PLP
2231158,2019,53,REP
2191379,2019,57,RIC
2191177,2019,53,PRC
2191231,2019,34,PDL
2191231,2019,53,PDL
2191035,2019,54,INC
2191035,2019,48,INC
2206756,2019,54,PFC
2190423,2019,57,PL
2190423,2019,46,PL
2190423,2019,56,PL
2191517,2019,70,PLP
2231488,2019,53,REP
2191389,2019,54,RIC
2208557,2019,66,PLV
2191209,2019,53,PRC
2191242,2019,64,PDL
2191242,2019,67,PDL
2191242,2019,54,PDL
2191115,2019,39,INC
2207557,2019,67,PFC
2207557,2019,54,PFC
2190425,2019,58,PL
2232490,2019,53,REP
2191408,2019,64,RIC
2210378,2019,34,PLV
2210378,2019,70,PLV
2210378,2019,61,PLV
2191216,2019,53,PRC
2191159,2019,72,INC
2210757,2019,42,PEC
2210757,2019,76,PEC
2207574,2019,70,PFC
2190432,2019,44,PL
2232491,2019,53,REP
2191452,2019,61,RIC
2212600,2019,34,PLV
2212600,2019,42,PLV
2212600,2019,40,PLV
2191240,2019,53,PRC
2191178,2019,74,INC
2209417,2019,67,PFC
2209417,2019,46,PFC
2190446,2019,54,PL
2190446,2019,66,PL
2190446,2019,48,PL
2191570,2019,70,PLP
2232498,2019,53,REP
2191453,2019,57,RIC
2215323,2019,54,PLV
2191247,2019,72,PRC
2191247,2019,60,PRC
2191492,2019,53,PDL
2191190,2019,46,INC
2209430,2019,70,PFC
2190448,2019,54,PL
2190448,2019,70,PL
2265124,2019,34,PLP
2265124,2019,40,PLP
2232499,2019,53,REP
2191454,2019,57,RIC
2215387,2019,34,PLV
2215387,2019,61,PLV
2191248,2019,44,PRC
2191248,2019,53,PRC
2191566,2019,57,PDL
2191296,2019,40,INC
2210885,2019,64,PFC
2210885,2019,55,PFC
2190449,2019,54,PL
2191667,2019,70,PLP
2191667,2019,66,PLP
2232500,2019,53,REP
2191455,2019,57,RIC
2215443,2019,57,PLV
2215443,2019,70,PLV
2191259,2019,53,PRC
2191571,2019,34,PDL
2191571,2019,54,PDL
2191571,2019,74,PDL
2191297,2019,40,INC
2194813,2019,54,PEC
2194813,2019,70,PEC
2211505,2019,70,PFC
2190450,2019,67,PL
2190450,2019,40,PL
2191340,2019,53,PRC
2191340,2019,55,PRC
2232505,2019,53,REP
2191468,2019,54,RIC
2191628,2019,64,PDL
2191628,2019,66,PDL
2191628,2019,55,PDL
2191313,2019,57,INC
2211507,2019,34,PFC
2211507,2019,52,PFC
2190452,2019,39,PL
2190452,2019,61,PL
2191489,2019,54,RIC
2191489,2019,48,RIC
2219994,2019,64,PLV
2219994,2019,48,PLV
2191342,2019,53,PRC
2191338,2019,34,INC
2211897,2019,40,PFC
2190453,2019,37,PL
2190453,2019,67,PL
2191496,2019,70,RIC
2219987,2019,34,PLV
2219987,2019,58,PLV
2191373,2019,53,PRC
2191375,2019,61,INC
2194899,2019,46,PEC
2194899,2019,70,PEC
2214270,2019,70,PFC
2214270,2019,56,PFC
2190454,2019,37,PL
2190454,2019,67,PL
2191509,2019,54,RIC
2223538,2019,34,PLV
2191390,2019,53,PRC
2191376,2019,61,INC
2194950,2019,57,PEC
2194950,2019,68,PEC
2214956,2019,56,PFC
2190455,2019,56,PL
2191844,2019,46,PLP
2191528,2019,54,RIC
2223433,2019,46,PLV
2223433,2019,56,PLV
2191475,2019,34,PRC
2191475,2019,53,PRC
2191383,2019,53,INC
2214957,2019,34,PFC
2214957,2019,70,PFC
2190456,2019,37,PL
2190456,2019,67,PL
2191529,2019,48,RIC
2226452,2019,44,PLV
2226452,2019,52,PLV
2226452,2019,56,PLV
2191498,2019,53,PRC
2191670,2019,34,PDL
2191670,2019,53,PDL
2191384,2019,70,INC
2195067,2019,40,PEC
2216228,2019,48,PFC
2190457,2019,67,PL
2191899,2019,70,PLP
2191746,2019,53,PRC
2191746,2019,55,PRC
2191530,2019,54,RIC
2228569,2019,34,PLV
2228569,2019,40,PLV
2191412,2019,34,INC
2216863,2019,54,PFC
2216863,2019,70,PFC
2190458,2019,41,PL
2190458,2019,54,PL
2191923,2019,54,PLP
2191532,2019,70,RIC
2191532,2019,55,RIC
2228663,2019,34,PLV
2228663,2019,52,PLV
2191883,2019,53,PRC
2229142,2019,44,PDL
2191413,2019,34,INC
2217764,2019,40,PFC
2217764,2019,70,PFC
2190459,2019,67,PL
2190459,2019,66,PL
2191942,2019,34,PLP
2191537,2019,54,RIC
2228551,2019,40,PLV
2228551,2019,58,PLV
2192043,2019,53,PRC
2191728,2019,64,PDL
2191728,2019,67,PDL
2191728,2019,54,PDL
2191414,2019,57,INC
2218910,2019,64,PFC
2218910,2019,70,PFC
2190460,2019,54,PL
2192041,2019,66,PLP
2191538,2019,54,RIC
2232890,2019,64,PLV
2232890,2019,40,PLV
2232890,2019,70,PLV
2192193,2019,44,PRC
2192193,2019,53,PRC
2191744,2019,34,PDL
2191744,2019,53,PDL
2191488,2019,54,INC
2220967,2019,64,PFC
2220967,2019,40,PFC
2190461,2019,43,PL
2190461,2019,54,PL
2192089,2019,42,PLP
2192089,2019,74,PLP
2191540,2019,54,RIC
2233907,2019,51,PLV
2233907,2019,48,PLV
2192195,2019,53,PRC
2191813,2019,64,PDL
2191813,2019,67,PDL
2191813,2019,54,PDL
2191502,2019,70,INC
2221174,2019,67,PFC
2221174,2019,70,PFC
2221174,2019,56,PFC
2190462,2019,56,PL
2192100,2019,34,PLP
2192100,2019,57,PLP
2192100,2019,70,PLP
2192589,2019,53,PRC
2192589,2019,55,PRC
2191554,2019,64,RIC
2191969,2019,64,PDL
2191969,2019,67,PDL
2191969,2019,54,PDL
2191539,2019,54,INC
2223423,2019,54,PFC
2190464,2019,46,PL
2191555,2019,70,RIC
2192693,2019,46,PRC
2192693,2019,72,PRC
2192040,2019,57,PDL
2191541,2019,34,INC
2197160,2019,70,PEC
2226439,2019,34,PFC
2226439,2019,48,PFC
2190465,2019,66,PL
2192186,2019,57,PLP
2192186,2019,76,PLP
2191556,2019,70,RIC
2192789,2019,53,PRC
2192110,2019,64,PDL
2192110,2019,67,PDL
2192110,2019,54,PDL
2191542,2019,34,INC
2195675,2019,70,PEC
2226935,2019,48,PFC
2190466,2019,40,PL
2190466,2019,66,PL
2192198,2019,44,PLP
2192198,2019,74,PLP
2191557,2019,64,RIC
2190399,2019,74,MSC
2190399,2019,53,MSC
2193066,2019,53,PRC
2192211,2019,64,PDL
2192211,2019,67,PDL
2192211,2019,54,PDL
2191569,2019,61,INC
2195689,2019,44,PEC
2195689,2019,46,PEC
2227480,2019,34,PFC
2227480,2019,70,PFC
2190467,2019,43,PL
2192251,2019,74,PLP
2191561,2019,64,RIC
2193086,2019,53,PRC
2192263,2019,48,PDL
2191584,2019,61,INC
2195722,2019,34,PEC
2195722,2019,74,PEC
2227481,2019,70,PFC
2227481,2019,48,PFC
2190477,2019,44,PL
2190477,2019,61,PL
2192260,2019,34,PLP
2192260,2019,54,PLP
2191604,2019,64,RIC
2191604,2019,70,RIC
2193156,2019,53,PRC
2192366,2019,56,PDL
2191585,2019,44,INC
2196315,2019,34,PEC
2196315,2019,74,PEC
2228668,2019,67,PFC
2228668,2019,54,PFC
2228668,2019,70,PFC
2190471,2019,37,PL
2192354,2019,43,PLP
2192354,2019,74,PLP
2191605,2019,64,RIC
2193627,2019,53,PRC
2192374,2019,34,PDL
2192374,2019,53,PDL
2191596,2019,55,INC
2191596,2019,58,INC
2228669,2019,34,PFC
2228669,2019,52,PFC
2190472,2019,34,PL
2190472,2019,42,PL
2190472,2019,40,PL
2192379,2019,34,PLP
2192379,2019,70,PLP
2191606,2019,70,RIC
2193747,2019,74,PRC
2191597,2019,55,INC
2228986,2019,67,PFC
2228986,2019,54,PFC
2190473,2019,74,PL
2192429,2019,70,PLP
2192429,2019,52,PLP
2191607,2019,70,RIC
2193976,2019,53,PRC
2192477,2019,34,PDL
2192477,2019,53,PDL
2191659,2019,70,INC
2229117,2019,39,PFC
2229117,2019,70,PFC
2190474,2019,67,PL
2190474,2019,43,PL
2190474,2019,66,PL
2190474,2019,48,PL
2194498,2019,54,PRC
2194498,2019,48,PRC
2191608,2019,70,RIC
2191665,2019,57,INC
2229170,2019,67,PFC
2229170,2019,54,PFC
2190475,2019,67,PL
2190475,2019,66,PL
2190475,2019,48,PL
2192559,2019,34,PLP
2192559,2019,70,PLP
2191609,2019,64,RIC
2194650,2019,53,PRC
2192397,2019,76,PDL
2192397,2019,43,PDL
2191704,2019,40,INC
2229530,2019,52,PFC
2190647,2019,48,PL
2190647,2019,56,PL
2192685,2019,40,PLP
2191610,2019,64,RIC
2194870,2019,53,PRC
2193076,2019,64,PDL
2191706,2019,40,INC
2191706,2019,39,INC
2229687,2019,40,PFC
2229687,2019,70,PFC
2190665,2019,43,PL
2193051,2019,34,PLP
2191611,2019,64,RIC
2195424,2019,72,PRC
2195424,2019,48,PRC
2193124,2019,61,PDL
2191707,2019,39,INC
2196833,2019,70,PEC
2229688,2019,34,PFC
2229688,2019,54,PFC
2229688,2019,70,PFC
2190679,2019,48,PL
2190679,2019,56,PL
2193074,2019,70,PLP
2195473,2019,53,PRC
2195473,2019,55,PRC
2191612,2019,64,RIC
2191765,2019,46,INC
2229689,2019,34,PFC
2229689,2019,54,PFC
2229689,2019,70,PFC
2190682,2019,66,PL
2190682,2019,48,PL
2193149,2019,70,PLP
2195627,2019,53,PRC
2191613,2019,64,RIC
2193270,2019,70,PDL
2193270,2019,66,PDL
2191766,2019,46,INC
2230265,2019,34,PFC
2230265,2019,61,PFC
2190681,2019,67,PL
2190681,2019,48,PL
2193198,2019,46,PLP
2195661,2019,53,PRC
2195661,2019,55,PRC
2191615,2019,64,RIC
2191794,2019,70,INC
2197504,2019,70,PEC
2231415,2019,67,PFC
2231415,2019,46,PFC
2231415,2019,70,PFC
2190483,2019,48,PL
2193348,2019,70,PLP
2193348,2019,52,PLP
2191616,2019,64,RIC
2195686,2019,53,PRC
2191795,2019,70,INC
2197582,2019,74,PEC
2232012,2019,34,PFC
2232012,2019,35,PFC
2232012,2019,70,PFC
2190484,2019,64,PL
2196150,2019,53,PRC
2196150,2019,55,PRC
2191618,2019,64,RIC
2192042,2019,34,INC
2233457,2019,34,PFC
2233457,2019,52,PFC
2190485,2019,66,PL
2190485,2019,48,PL
2193481,2019,70,PLP
2191664,2019,61,RIC
2196419,2019,53,PRC
2192050,2019,66,INC
2233556,2019,34,PFC
2233556,2019,70,PFC
2190486,2019,67,PL
2190486,2019,48,PL
2193490,2019,34,PLP
2193490,2019,68,PLP
2191715,2019,46,RIC
2191715,2019,70,RIC
2196426,2019,53,PRC
2192053,2019,54,INC
2233560,2019,34,PFC
2233560,2019,70,PFC
2190487,2019,48,PL
2193498,2019,34,PLP
2193498,2019,70,PLP
2196587,2019,56,PRC
2191716,2019,46,RIC
2193479,2019,54,PDL
2193479,2019,61,PDL
2192129,2019,46,INC
2234567,2019,57,PFC
2234567,2019,44,PFC
2190488,2019,42,PL
2190488,2019,48,PL
2193515,2019,34,PLP
2193515,2019,70,PLP
2191718,2019,54,RIC
2196662,2019,53,PRC
2193502,2019,44,PDL
2193502,2019,54,PDL
2193502,2019,48,PDL
2192161,2019,37,INC
2236183,2019,34,PFC
2236183,2019,66,PFC
2236183,2019,53,PFC
2190489,2019,58,PL
2196939,2019,56,PRC
2191720,2019,70,RIC
2193959,2019,34,PDL
2193959,2019,53,PDL
2192182,2019,34,INC
2190490,2019,66,PL
2190490,2019,48,PL
2190490,2019,56,PL
2193564,2019,70,PLP
2193564,2019,52,PLP
2191729,2019,56,RIC
2197874,2019,53,PRC
2193986,2019,34,PDL
2192194,2019,64,INC
2198515,2019,74,PEC
2190491,2019,48,PL
2190491,2019,58,PL
2191756,2019,61,RIC
2198033,2019,53,PRC
2194112,2019,57,PDL
2192235,2019,46,INC
2198865,2019,44,PEC
2190492,2019,66,PL
2190492,2019,48,PL
2191761,2019,56,RIC
2198034,2019,57,PRC
2198034,2019,72,PRC
2192272,2019,35,INC
2190493,2019,48,PL
2193787,2019,34,PLP
2193787,2019,70,PLP
2191773,2019,35,RIC
2198224,2019,53,PRC
2192274,2019,34,INC
2190498,2019,48,PL
2193819,2019,34,PLP
2193819,2019,70,PLP
2191818,2019,64,RIC
2198885,2019,72,PRC
2198885,2019,56,PRC
2192278,2019,56,INC
2199350,2019,70,PEC
2199350,2019,56,PEC
2190497,2019,48,PL
2191819,2019,64,RIC
2199242,2019,53,PRC
2192298,2019,57,INC
2199410,2019,68,PEC
2199410,2019,76,PEC
2199410,2019,44,PEC
2190496,2019,42,PL
2190496,2019,48,PL
2199550,2019,58,PRC
2191820,2019,64,RIC
2194308,2019,55,PDL
2192336,2019,34,INC
2192336,2019,76,INC
2190495,2019,42,PL
2190495,2019,48,PL
2191821,2019,64,RIC
2193067,2019,74,MSC
2193067,2019,53,MSC
2199680,2019,53,PRC
2194401,2019,70,PDL
2192359,2019,54,INC
2190504,2019,34,PL
2191822,2019,64,RIC
2200383,2019,53,PRC
2194446,2019,55,PDL
2192382,2019,56,INC
2190500,2019,67,PL
2190500,2019,61,PL
2191823,2019,64,RIC
2200667,2019,53,PRC
2192386,2019,46,INC
2190508,2019,34,PL
2194074,2019,40,PLP
2191824,2019,70,RIC
2200669,2019,53,PRC
2194550,2019,55,PDL
2192390,2019,46,INC
2190509,2019,34,PL
2191825,2019,64,RIC
2200837,2019,44,PRC
2200837,2019,53,PRC
2194573,2019,55,PDL
2192395,2019,61,INC
2190510,2019,68,PL
2190510,2019,74,PL
2194265,2019,34,PLP
2194265,2019,70,PLP
2191826,2019,64,RIC
2203036,2019,53,PRC
2194576,2019,70,PDL
2192407,2019,46,INC
2190511,2019,34,PL
2194286,2019,74,PLP
2191841,2019,40,RIC
2203121,2019,53,PRC
2192428,2019,61,INC
2190513,2019,34,PL
2190513,2019,42,PL
2191842,2019,64,RIC
2203905,2019,35,PRC
2203905,2019,53,PRC
2192432,2019,56,INC
2190512,2019,43,PL
2190512,2019,40,PL
2194380,2019,74,PLP
2191843,2019,64,RIC
2204365,2019,62,PRC
2204365,2019,72,PRC
2194615,2019,55,PDL
2192454,2019,54,INC
2190514,2019,34,PL
2204452,2019,53,PRC
2204452,2019,55,PRC
2191845,2019,64,RIC
2194820,2019,44,PDL
2194820,2019,51,PDL
2192455,2019,51,INC
2190515,2019,43,PL
2190515,2019,40,PL
2190515,2019,74,PL
2194428,2019,74,PLP
2191846,2019,64,RIC
2206308,2019,53,PRC
2194984,2019,46,PDL
2192560,2019,57,INC
2203361,2019,46,PEC
2203361,2019,70,PEC
2190516,2019,74,PL
2191847,2019,64,RIC
2206309,2019,53,PRC
2195057,2019,34,PDL
2192566,2019,61,INC
2190517,2019,74,PL
2194863,2019,70,PLP
2191848,2019,64,RIC
2206455,2019,35,PRC
2192567,2019,34,INC
2229539,2019,68,PEC
2229539,2019,43,PEC
2190518,2019,40,PL
2195174,2019,34,PLP
2206517,2019,53,PRC
2191850,2019,64,RIC
2195153,2019,34,PDL
2195153,2019,58,PDL
2192568,2019,64,INC
2190519,2019,34,PL
2190519,2019,76,PL
2206518,2019,53,PRC
2191851,2019,70,RIC
2195301,2019,55,PDL
2192585,2019,61,INC
2190520,2019,40,PL
2195317,2019,70,PLP
2206519,2019,53,PRC
2191852,2019,70,RIC
2195336,2019,67,PDL
2195336,2019,54,PDL
2192610,2019,34,INC
2192610,2019,54,INC
2190523,2019,34,PL
2190523,2019,40,PL
2195326,2019,70,PLP
2207452,2019,72,PRC
2191853,2019,64,RIC
2195340,2019,34,PDL
2195340,2019,53,PDL
2192618,2019,70,INC
2190521,2019,34,PL
2191855,2019,64,RIC
2207502,2019,72,PRC
2195389,2019,34,PDL
2195389,2019,58,PDL
2192620,2019,48,INC
2190522,2019,34,PL
2190522,2019,43,PL
2195699,2019,34,PLP
2195699,2019,70,PLP
2207838,2019,53,PRC
2207838,2019,55,PRC
2191856,2019,40,RIC
2195480,2019,34,PDL
2195480,2019,58,PDL
2192624,2019,34,INC
2190524,2019,34,PL
2190524,2019,66,PL
2195745,2019,70,PLP
2195745,2019,61,PLP
2191884,2019,61,RIC
2208248,2019,53,PRC
2208248,2019,55,PRC
2208685,2019,70,PDL
2192625,2019,56,INC
2190525,2019,34,PL
2190525,2019,43,PL
2195771,2019,54,PLP
2195771,2019,70,PLP
2191888,2019,64,RIC
2191888,2019,40,RIC
2208343,2019,53,PRC
2208687,2019,70,PDL
2192626,2019,56,INC
2190526,2019,34,PL
2190526,2019,74,PL
2195773,2019,70,PLP
2195773,2019,56,PLP
2191889,2019,64,RIC
2208388,2019,53,PRC
2208684,2019,70,PDL
2192629,2019,34,INC
2190527,2019,34,PL
2195775,2019,64,PLP
2195775,2019,70,PLP
2191890,2019,64,RIC
2208771,2019,53,PRC
2195841,2019,34,PDL
2195841,2019,61,PDL
2192690,2019,57,INC
2190528,2019,34,PL
2195777,2019,70,PLP
2195777,2019,66,PLP
2209310,2019,53,PRC
2209310,2019,55,PRC
2191893,2019,35,RIC
2191893,2019,70,RIC
2195918,2019,37,PDL
2192767,2019,34,INC
2192767,2019,52,INC
2190529,2019,34,PL
2195835,2019,44,PLP
2195835,2019,70,PLP
2209886,2019,34,PRC
2191903,2019,34,RIC
2195925,2019,37,PDL
2192768,2019,40,INC
2190530,2019,43,PL
2190530,2019,55,PL
2195930,2019,74,PLP
2191931,2019,46,RIC
2209903,2019,53,PRC
2196003,2019,37,PDL
2192776,2019,56,INC
2205824,2019,68,PEC
2205824,2019,53,PEC
2190531,2019,43,PL
2190531,2019,55,PL
2195939,2019,53,PLP
2192029,2019,46,RIC
2210005,2019,53,PRC
2196004,2019,37,PDL
2192777,2019,44,INC
2192777,2019,46,INC
2190532,2019,43,PL
2190532,2019,66,PL
2192036,2019,70,RIC
2210201,2019,53,PRC
2196005,2019,37,PDL
2192778,2019,56,INC
2206373,2019,70,PEC
2190533,2019,43,PL
2196107,2019,70,PLP
2192044,2019,56,RIC
2211394,2019,53,PRC
2196006,2019,37,PDL
2192779,2019,56,INC
2190535,2019,43,PL
2192046,2019,54,RIC
2211547,2019,44,PRC
2211547,2019,53,PRC
2196009,2019,37,PDL
2192780,2019,56,INC
2206889,2019,54,PEC
2206889,2019,70,PEC
2190539,2019,34,PL
2190539,2019,42,PL
2190539,2019,43,PL
2192051,2019,61,RIC
2211984,2019,35,PRC
2211984,2019,72,PRC
2196011,2019,37,PDL
2192781,2019,56,INC
2207351,2019,68,PEC
2207351,2019,53,PEC
2190537,2019,34,PL
2190537,2019,42,PL
2196417,2019,34,PLP
2192054,2019,54,RIC
2211995,2019,53,PRC
2196440,2019,70,PDL
2196440,2019,66,PDL
2192782,2019,56,INC
2207673,2019,68,PEC
2207673,2019,74,PEC
2190538,2019,34,PL
2190538,2019,43,PL
2196437,2019,74,PLP
2192072,2019,56,RIC
2212572,2019,53,PRC
2196463,2019,57,PDL
2192783,2019,56,INC
2226781,2019,34,PEC
2226781,2019,70,PEC
2190541,2019,34,PL
2196753,2019,40,PLP
2192106,2019,61,RIC
2214061,2019,53,PRC
2196539,2019,58,PDL
2192784,2019,56,INC
2208007,2019,46,PEC
2208007,2019,70,PEC
2190542,2019,34,PL
2190542,2019,43,PL
2196769,2019,40,PLP
2196769,2019,58,PLP
2192133,2019,61,RIC
2214157,2019,34,PRC
2214157,2019,56,PRC
2196886,2019,67,PDL
2196886,2019,54,PDL
2192785,2019,56,INC
2208778,2019,34,PEC
2208778,2019,70,PEC
2190545,2019,34,PL
2196861,2019,70,PLP
2196861,2019,66,PLP
2192134,2019,61,RIC
2215667,2019,34,PRC
2196990,2019,34,PDL
2196990,2019,37,PDL
2196990,2019,57,PDL
2192786,2019,56,INC
2209349,2019,54,PEC
2209349,2019,70,PEC
2220037,2019,54,PEC
2220037,2019,70,PEC
2190547,2019,34,PL
2192152,2019,56,RIC
2216792,2019,53,PRC
2192787,2019,56,INC
2209439,2019,34,PEC
2209439,2019,70,PEC
2190546,2019,34,PL
2197467,2019,70,PLP
2192154,2019,61,RIC
2217909,2019,48,PRC
2217909,2019,53,PRC
2197182,2019,40,PDL
2192788,2019,56,INC
2209764,2019,57,PEC
2209764,2019,68,PEC
2190549,2019,34,PL
2197480,2019,70,PLP
2197480,2019,61,PLP
2192174,2019,52,RIC
2217940,2019,34,PRC
2197300,2019,56,PDL
2192790,2019,56,INC
2209776,2019,56,PEC
2209776,2019,58,PEC
2190552,2019,34,PL
2190552,2019,43,PL
2197637,2019,41,PLP
2197637,2019,70,PLP
2192175,2019,52,RIC
2218213,2019,53,PRC
2192791,2019,56,INC
2190551,2019,43,PL
2197709,2019,53,PLP
2197709,2019,58,PLP
2192190,2019,54,RIC
2218669,2019,53,PRC
2197428,2019,58,PDL
2192792,2019,56,INC
2210141,2019,70,PEC
2190559,2019,43,PL
2197828,2019,34,PLP
2197828,2019,52,PLP
2192199,2019,56,RIC
2219546,2019,44,PRC
2219546,2019,46,PRC
2219546,2019,72,PRC
2192793,2019,56,INC
2190555,2019,76,PL
2190555,2019,43,PL
2197916,2019,70,PLP
2192207,2019,70,RIC
2220365,2019,53,PRC
2192794,2019,56,INC
2190558,2019,43,PL
2197922,2019,43,PLP
2221372,2019,53,PRC
2221372,2019,55,PRC
2192224,2019,56,RIC
2192795,2019,56,INC
2190560,2019,34,PL
2190560,2019,43,PL
2198138,2019,34,PLP
2192225,2019,56,RIC
2221896,2019,53,PRC
2192796,2019,56,INC
2211317,2019,53,PEC
2190561,2019,34,PL
2190561,2019,42,PL
2192258,2019,56,RIC
2222052,2019,72,PRC
2192881,2019,57,INC
2211437,2019,58,PEC
2190563,2019,48,PL
2198416,2019,40,PLP
2192269,2019,54,RIC
2222053,2019,72,PRC
2222053,2019,60,PRC
2197571,2019,61,PDL
2192882,2019,55,INC
2190584,2019,54,PL
2198418,2019,44,PLP
2198418,2019,74,PLP
2198418,2019,53,PLP
2192270,2019,48,RIC
2222054,2019,72,PRC
2222054,2019,61,PRC
2197751,2019,56,PDL
2192883,2019,72,INC
