data,idVotacao,idProposicao
2019-09-25,490263-733,2218605
2019-09-25,490263-733,2218606
2019-09-25,490263-733,2218607
2019-09-25,490263-733,2218774
2019-09-25,490263-733,2219009
2019-09-25,490263-733,2219028
2019-09-25,490263-733,2219606
2019-09-25,490263-733,2219631
2019-09-25,490263-733,2219707
2019-09-25,490263-733,2219723
2019-09-25,490263-733,2219725
2019-09-25,490263-733,2219728
2019-09-25,490263-733,2219729
2019-09-25,490263-733,2219731
2019-09-25,490263-733,2219735
2019-09-25,490263-733,2219737
2019-09-25,490263-733,2219738
2019-09-25,490263-733,2219741
2019-09-25,490263-733,2219743
2019-09-25,490263-733,2219744
2019-09-25,490263-733,2219745
2019-09-25,490263-733,2219749
2019-09-25,490263-733,2219750
2019-09-25,490263-733,2219751
2019-09-25,490263-733,2219752
2019-09-25,490263-733,2219753
2019-09-25,490263-733,2219754
2019-09-25,490263-733,2219755
2019-09-25,490263-733,2219756
2019-09-25,490263-733,2219758
2019-09-25,490263-733,2219760
2019-09-25,490263-733,2219761
2019-09-25,490263-733,2219762
2019-09-25,490263-733,2219763
2019-09-25,490263-733,2219764
2019-09-25,490263-733,2219765
2019-09-25,490263-733,2219767
2019-09-25,490263-733,2219768
2019-09-25,490263-733,2219769
2019-09-25,490263-733,2219770
2019-09-25,490263-733,2219771
2019-09-25,490263-733,2219772
2019-09-25,490263-733,2219773
2019-09-25,490263-733,2219774
2019-09-25,490263-733,2219775
2019-09-25,490263-733,2219776
2019-09-25,490263-733,2219777
2019-09-25,490263-733,2219778
2019-09-25,490263-733,2219863
2019-09-25,490263-733,2219864
2019-09-25,490263-733,2219868
2019-09-25,490263-733,2219872
2019-09-25,490263-733,2219874
2019-09-25,490263-733,2219920
2019-09-25,490263-733,2219953
2019-09-25,490263-733,2219955
2019-09-25,490263-733,2219958
2019-09-25,490263-733,2219960
2019-09-25,490263-733,2219962
2019-09-25,490263-733,2219963
2019-09-25,490263-733,2219965
2019-09-25,490263-733,2219966
2019-09-25,490263-733,2219976
2019-09-25,490263-733,2219977
2019-09-25,490263-733,2220215
2019-09-25,490263-733,2220323
2019-09-25,490263-733,2220595
2019-09-25,490263-733,2220597
2019-09-25,490263-733,2220760
2019-09-25,490263-733,2220761
2019-09-25,490263-733,2220762
2019-09-25,490263-733,2221429
2019-09-25,490263-733,2221430
2019-09-25,490263-734,2212158
2019-09-25,490263-734,2212318
2019-09-25,490263-734,2213578
2019-09-25,490263-734,2213582
2019-09-25,490263-734,2214788
2019-09-25,490263-734,2214791
2019-09-25,490263-734,2215070
2019-09-25,490263-734,2216053
2019-09-25,490263-734,2216054
2019-09-25,490263-734,2216055
2019-09-25,490263-734,2216254
2019-09-25,490263-734,2216333
2019-09-25,490263-734,2216334
2019-09-25,490263-734,2216336
2019-09-25,490263-734,2216382
2019-09-25,490263-734,2216407
2019-09-25,490263-734,2216420
2019-09-25,490263-734,2216421
2019-09-25,490263-734,2216830
2019-09-25,490263-734,2217230
2019-09-25,490263-734,2217241
2019-09-25,490263-734,2217667
2019-09-25,490263-734,2217668
2019-09-25,490263-734,2217847
2019-09-25,490263-734,2218598
2019-09-25,490263-734,2218599
2019-09-25,490263-734,2218600
2019-09-25,490263-734,2218601
2019-09-25,490263-734,2218602
2019-09-25,490263-734,2218603
2019-09-25,490263-734,2218604
2019-09-25,490263-734,2218605
2019-09-25,490263-734,2218606
2019-09-25,490263-734,2218607
2019-09-25,490263-734,2218774
2019-09-25,490263-734,2219009
2019-09-25,490263-734,2219028
2019-09-25,490263-734,2219606
2019-09-25,490263-734,2219631
2019-09-25,490263-734,2219707
2019-09-25,490263-734,2219723
2019-09-25,490263-734,2219725
2019-09-25,490263-734,2219728
2019-09-25,490263-734,2219729
2019-09-25,490263-734,2219731
2019-09-25,490263-734,2219735
2019-09-25,490263-734,2219737
2019-09-25,490263-734,2219738
2019-09-25,490263-734,2219741
2019-09-25,490263-734,2219743
2019-09-25,490263-734,2219744
2019-09-25,490263-734,2219745
2019-09-25,490263-734,2219749
2019-09-25,490263-734,2219750
2019-09-25,490263-734,2219751
2019-09-25,490263-734,2219752
2019-09-25,490263-734,2219753
2019-09-25,490263-734,2219754
2019-09-25,490263-734,2219755
2019-09-25,490263-734,2219756
2019-09-25,490263-734,2219758
2019-09-25,490263-734,2219760
2019-09-25,490263-734,2219761
2019-09-25,490263-734,2219762
2019-09-25,490263-734,2219763
2019-09-25,490263-734,2219764
2019-09-25,490263-734,2219765
2019-09-25,490263-734,2219767
2019-09-25,490263-734,2219768
2019-09-25,490263-734,2219769
2019-09-25,490263-734,2219770
2019-09-25,490263-734,2219771
2019-09-25,490263-734,2219772
2019-09-25,490263-734,2219773
2019-09-25,490263-734,2219774
2019-09-25,490263-734,2219775
2019-09-25,490263-734,2219776
2019-09-25,490263-734,2219777
2019-09-25,490263-734,2219778
2019-09-25,490263-734,2219863
2019-09-25,490263-734,2219864
2019-09-25,490263-734,2219868
2019-09-25,490263-734,2219872
2019-09-25,490263-734,2219874
2019-09-25,490263-734,2219920
2019-09-25,490263-734,2219953
2019-09-25,490263-734,2219955
2019-09-25,490263-734,2219958
2019-09-25,490263-734,2219960
2019-09-25,490263-734,2219962
2019-09-25,490263-734,2219963
2019-09-25,490263-734,2219965
2019-09-25,490263-734,2219966
2019-09-25,490263-734,2219976
2019-09-25,490263-734,2219977
2019-09-25,490263-734,2220215
2019-09-25,490263-734,2220323
2019-09-25,490263-734,2220595
2019-09-25,490263-734,2220597
2019-09-25,490263-734,2220760
2019-09-25,490263-734,2220761
2019-09-25,490263-734,2220762
2019-09-25,490263-734,2221429
2019-09-25,490263-734,2221430
2019-09-25,513096-101,2087394
2019-09-25,513096-101,2137675
2019-09-25,513096-101,2154078
2019-09-25,513096-101,2154079
2019-09-25,513096-101,2160096
2019-09-25,513096-101,2160097
2019-09-25,513096-101,2180443
2019-09-25,513096-101,2208676
2019-09-25,513096-101,2208677
2019-09-25,513096-101,2216377
2019-09-25,513096-101,2217934
2019-09-25,513096-101,2217938
2019-09-25,513096-101,2221972
2019-09-25,545136-70,623772
2019-09-25,545136-70,1806197
2019-09-25,545136-70,2217126
2019-09-25,545136-70,2221874
2019-09-25,593978-80,2113500
2019-09-25,593978-80,2113501
2019-09-25,593978-80,2152658
2019-09-25,593978-80,2152659
2019-09-25,593978-80,2217670
2019-09-25,593978-80,2217672
2019-09-25,593978-80,2224402
2019-09-25,860916-96,2163335
2019-09-25,860916-96,2210166
2019-09-25,860916-96,2213628
2019-09-25,860916-96,2213777
2019-09-25,860916-96,2214004
2019-09-25,860916-96,2221878
2019-09-25,996550-43,1301155
2019-09-25,996550-43,1514677
2019-09-25,996550-43,2186859
2019-09-25,996550-43,2220734
2019-09-25,996550-43,2222286
2019-09-25,996938-50,2025954
2019-09-25,996938-50,2025959
2019-09-25,996938-50,2215933
2019-09-25,996938-50,2215935
2019-09-25,996938-50,2222381
2019-09-25,2220622-2,2220622
2019-09-25,2220807-2,2220807
2019-09-25,2220845-2,2220845
2019-09-25,2220928-2,2220928
2019-09-25,2220930-3,2220930
2019-09-25,2221011-2,2221011
2019-09-25,2221469-2,2221469
2019-09-25,2221560-2,2221560
2019-09-25,2221621-2,2221621
2019-09-25,2082421-55,2208357
2019-09-25,2082421-55,2221953
2019-09-25,2160432-31,2190101
2019-09-25,2160432-31,2217690
2019-09-25,2160432-31,2217692
2019-09-25,2168477-34,2212042
2019-09-25,2168477-34,2221962
2019-09-25,2195906-34,2220325
2019-09-25,2195906-34,2221778
2019-09-25,2198334-23,2215884
2019-09-25,2198334-23,2222373
2019-09-25,2213509-8,2215844
2019-09-25,2213509-8,2217943
2019-09-25,2217766-5,2217766
2019-09-25,2217943-5,2217943
2019-09-25,2217944-5,2217944
2019-09-25,2218054-4,2218054
2019-09-25,2218055-4,2218055
2019-09-25,2218168-5,2218168
2019-09-25,2218181-3,2218181
2019-09-25,2218397-5,2218397
2019-09-25,2218492-5,2218492
2019-09-25,2218806-4,2218806
2019-09-25,2219104-4,2219104
2019-09-25,2219403-4,2219403
2019-09-25,2219442-3,2219442
2019-09-25,2219487-2,2219487
2019-09-25,2219489-5,2219489
2019-09-25,2219490-5,2219490
2019-09-25,2219807-2,2219807
2019-09-25,2219837-3,2219837
2019-09-25,2220168-3,2220168
2019-09-25,2220178-3,2220178
2019-09-25,2220381-3,2220381
2019-09-25,2220382-3,2220382
2019-09-25,2220383-3,2220383
2019-09-25,2220628-2,2220628
2019-09-25,2220707-2,2220707
2019-09-25,2220732-2,2220732
2019-09-25,2220733-2,2220733
2019-09-25,2220771-2,2220771
2019-09-25,2220913-2,2220913
2019-09-25,2221202-2,2221202
2019-09-25,2221287-2,2221287
2019-09-25,2221298-2,2221298
2019-09-25,2221409-2,2221409
2019-09-25,2221453-2,2221453
2019-09-25,2221460-2,2221460
2019-09-25,2221463-2,2221463
2019-09-25,2221464-2,2221464
2019-09-25,2221479-2,2221479
2019-09-25,2221594-2,2221594
2019-09-25,2221600-4,2221600
2019-09-25,2221602-4,2221602
2019-09-25,2221615-3,2221615
2019-09-25,2221628-2,2221628
2019-09-25,2221630-2,2221630
2019-09-25,2221643-2,2221643
2019-09-25,2221669-2,2221669
2019-09-25,2221681-2,2221681
2019-09-25,2221698-2,2221698
2019-09-25,2221422-2,2221422
2019-09-25,2221424-2,2221424
2019-09-25,2221647-2,2221647
2019-09-25,2190190-46,2222044
2019-09-25,2190190-49,2222044
2019-09-25,2190190-54,2222044
2019-09-25,2190190-56,2222044
2019-09-25,2190190-58,2222044
2019-09-25,2190190-61,2222044
2019-09-25,2190190-64,2222044
2019-09-25,2190190-68,2222044
2019-09-25,2190190-69,2222044
2019-09-25,2208200-37,2222260
2019-09-25,2208200-39,2222260
2019-09-25,2208200-41,2222260
2019-09-25,2208200-43,2222260
2019-09-25,2208200-45,2222260
2019-09-25,2208200-46,2222260
2019-09-25,2220636-4,2220636
2019-09-25,2220664-3,2220664
2019-09-25,2220943-2,2220943
2019-09-25,2221181-2,2221181
2019-09-25,2221363-2,2221363
2019-09-25,2221426-3,2221426
2019-09-25,2221436-3,2221436
2019-09-25,2221436-4,2221436
2019-09-25,2221542-2,2221542
2019-09-25,2221558-2,2221558
2019-09-25,2221589-4,2221589
2019-09-25,2221627-2,2221627
2019-09-25,2221631-2,2221631
2019-09-25,2221632-2,2221632
2019-09-25,2221639-2,2221639
2019-09-25,2221642-2,2221642
2019-09-25,2221654-2,2221654
2019-09-25,2217230-4,2217230
2019-09-25,2217241-4,2217241
2019-09-25,2217667-4,2217667
2019-09-25,2217847-4,2217847
2019-09-25,2218774-4,2218774
2019-09-25,2219009-4,2219009
2019-09-25,2219028-4,2219028
2019-09-25,2219606-4,2219606
2019-09-25,2220513-3,2220513
2019-09-25,2220595-3,2220595
2019-09-25,2220760-2,2220760
2019-09-25,2220761-2,2220761
2019-09-25,2220762-2,2220762
2019-09-25,2221429-2,2221429
2019-09-25,2221430-2,2221430
2019-09-25,2221535-2,2221535
2019-09-25,2219609-3,2219609
2019-09-25,2219820-3,2219820
2019-09-25,2220149-3,2220149
2019-09-25,2220456-3,2220456
2019-09-25,2221314-2,2221314
2019-09-25,2218458-3,2218458
2019-09-25,2221511-2,2221511
2019-09-26,2074401-53,2110043
2019-09-26,2074401-53,2110249
2019-09-26,2074401-53,2213671
2019-09-26,2074401-53,2213673
2019-09-26,2074401-53,2222206
2019-09-26,2149871-34,2221013
2019-09-26,2149871-34,2222187
2019-09-26,2149871-34,2222212
2019-09-26,2182474-48,2219329
2019-09-26,2182474-48,2222209
2019-09-26,2187831-36,2214958
2019-09-26,2187831-36,2216283
2019-09-26,2187831-36,2221279
2019-09-26,2187831-36,2222197
2019-09-26,2187832-19,2221378
2019-09-26,2187832-19,2222194
2019-09-26,2189672-21,2221379
2019-09-26,2189672-21,2222198
2019-09-26,2190768-39,2217249
2019-09-26,2190768-39,2219309
2019-09-26,2190768-39,2219716
2019-09-26,2190768-39,2222210
2019-09-26,2190768-39,2222211
2019-09-26,2190768-39,2222215
2019-09-26,2204611-31,2214261
2019-09-26,2204611-31,2222191
2019-09-26,2204718-19,2221318
2019-09-26,2204718-19,2222199
2019-09-26,573608-56,2211258
2019-09-26,573608-56,2211260
2019-09-26,573608-56,2211261
2019-09-26,573608-56,2213840
2019-09-26,573608-56,2213841
2019-09-26,573608-56,2213842
2019-09-26,573608-56,2222205
2019-09-26,817930-58,2214297
2019-09-26,817930-58,2222202
2019-09-26,1539833-75,2092193
2019-09-26,1539833-75,2173802
2019-09-26,1539833-75,2212352
2019-09-26,1539833-75,2214966
2019-09-26,1539833-75,2221272
2019-09-26,1539833-75,2222188
2019-09-26,2081652-87,2127753
2019-09-26,2081652-87,2127802
2019-09-26,2081652-87,2130333
2019-09-26,2081652-87,2130336
2019-09-26,2081652-87,2130337
2019-09-26,2081652-87,2141662
2019-09-26,2081652-87,2211337
2019-09-26,2081652-87,2211388
2019-09-26,2081652-87,2211390
2019-09-26,2081652-87,2214709
2019-09-26,2081652-87,2214712
2019-09-26,2081652-87,2214729
2019-09-26,2081652-87,2221273
2019-09-26,2081652-87,2222190
2019-09-26,2117693-75,2209887
2019-09-26,2117693-75,2214726
2019-09-26,2117693-75,2221274
2019-09-26,2117693-75,2222195
2019-09-26,2181770-42,2219978
2019-09-26,2181770-42,2222208
2019-09-26,2184475-39,2189512
2019-09-26,2184475-39,2214374
2019-09-26,2184475-39,2216280
2019-09-26,2184475-39,2221275
2019-09-26,2184475-39,2222196
2019-09-26,2196009-34,2214541
2019-09-26,2196009-34,2216284
2019-09-26,2196009-34,2221276
2019-09-26,2196009-34,2222200
2019-09-26,2198649-35,2214540
2019-09-26,2198649-35,2216285
2019-09-26,2198649-35,2221277
2019-09-26,2198649-35,2222203
2019-09-26,2198654-35,2214372
2019-09-26,2198654-35,2216286
2019-09-26,2198654-35,2221278
2019-09-26,2198654-35,2222204
2019-09-26,2204694-34,2214393
2019-09-26,2204694-34,2216289
2019-09-26,2204694-34,2221269
2019-09-26,2204694-34,2222207
2019-09-26,531819-79,2089223
2019-09-26,531819-79,2089226
2019-09-26,531819-79,2212460
2019-09-26,531819-79,2212462
2019-09-26,531819-79,2212463
2019-09-26,531819-79,2214715
2019-09-26,531819-79,2214716
2019-09-26,531819-79,2214744
2019-09-26,531819-79,2221270
2019-09-26,531819-79,2222184
2019-09-26,534072-92,2183064
2019-09-26,534072-92,2209676
2019-09-26,534072-92,2214742
2019-09-26,534072-92,2221271
2019-09-26,534072-92,2222185
2019-09-26,560156-53,570579
2019-09-26,560156-53,2188397
2019-09-26,560156-53,2218705
2019-09-26,560156-53,2222192
2019-10-01,2192354-46,2218227
2019-10-01,2192354-46,2218237
2019-10-01,2192354-46,2222661
2019-10-01,2211834-17,2219343
2019-10-01,2211834-17,2222574
2019-10-01,2211838-11,2222045
2019-10-01,1230386-29,1243652
2019-10-01,1230386-29,1579476
2019-10-01,1230386-29,1594660
2019-10-01,1230386-29,2222073
2019-10-01,1230386-29,2222341
2019-10-01,2141628-89,2178981
2019-10-01,2141628-89,2179022
2019-10-01,2141628-89,2181461
2019-10-01,2141628-89,2215152
2019-10-01,2141628-89,2222571
2019-10-01,2145273-50,2164556
2019-10-01,2145273-50,2171373
2019-10-01,2145273-50,2219618
2019-10-01,2192354-42,2218227
2019-10-01,2192354-42,2218237
2019-10-01,2192354-42,2222661
2019-10-01,2208427-35,2223677
2019-10-01,2208427-37,2223677
2019-10-01,2208427-39,2223677
2019-10-01,2209358-32,2222878
2019-10-01,2209358-34,2222878
2019-10-01,2209358-36,2222878
2019-10-01,2212362-27,2213176
2019-10-01,2212362-27,2222767
2019-10-01,2212362-27,2222845
2019-10-01,2212362-27,2222846
2019-10-01,2212362-28,2213176
2019-10-01,2212362-28,2222767
2019-10-01,2212362-28,2222845
2019-10-01,2212362-28,2222846
2019-10-01,2212588-34,2222880
2019-10-01,2212588-36,2222880
2019-10-01,2212588-38,2222880
2019-10-01,2222168-2,2222168
2019-10-01,2222450-2,2222450
2019-10-01,2222476-2,2222476
2019-10-01,2222644-5,2222644
2019-10-01,2222645-5,2222645
2019-10-01,2222767-4,2222767
2019-10-01,573282-69,2205442
2019-10-01,573282-69,2209923
2019-10-01,573282-69,2214546
2019-10-01,600672-105,2178830
2019-10-01,600672-105,2178869
2019-10-01,600672-105,2194914
2019-10-01,600672-105,2222645
2019-10-01,600672-105,2222778
2019-10-01,600672-105,2222779
2019-10-01,600672-105,2224972
2019-10-01,600672-106,2178830
2019-10-01,600672-106,2178869
2019-10-01,600672-106,2194914
2019-10-01,600672-106,2222645
2019-10-01,600672-106,2222778
2019-10-01,600672-106,2222779
2019-10-01,600672-106,2224972
2019-10-01,600672-109,2178830
2019-10-01,600672-109,2178869
2019-10-01,600672-109,2194914
2019-10-01,600672-109,2222645
2019-10-01,600672-109,2222778
2019-10-01,600672-109,2222779
2019-10-01,600672-109,2224972
2019-10-01,600672-112,2178830
2019-10-01,600672-112,2178869
2019-10-01,600672-112,2194914
2019-10-01,600672-112,2222645
2019-10-01,600672-112,2222778
2019-10-01,600672-112,2222779
2019-10-01,600672-112,2224972
2019-10-01,2206203-43,2220488
2019-10-01,2206203-43,2220490
2019-10-01,2206203-43,2220531
2019-10-01,2206203-43,2220782
2019-10-01,2206203-43,2221144
2019-10-01,2206203-43,2221145
2019-10-01,2206203-43,2221146
2019-10-01,2206203-43,2221147
2019-10-01,2206203-43,2221148
2019-10-01,2206203-43,2221149
2019-10-01,2206203-43,2221152
2019-10-01,2206203-43,2221154
2019-10-01,2206203-43,2221155
2019-10-01,2206203-43,2221156
2019-10-01,2206203-43,2221157
2019-10-01,2206203-43,2221158
2019-10-01,2206203-43,2221160
2019-10-01,2206203-43,2221161
2019-10-01,2206203-43,2221162
2019-10-01,2206203-43,2221163
2019-10-01,2206203-43,2221164
2019-10-01,2206203-43,2221165
2019-10-01,2206203-43,2221167
2019-10-01,2206203-43,2221176
2019-10-01,2206203-43,2221206
2019-10-01,2206203-43,2221207
2019-10-01,2206203-43,2221280
2019-10-01,2206203-43,2221281
2019-10-01,2206203-43,2221282
2019-10-01,2206203-43,2221284
2019-10-01,2206203-43,2221285
2019-10-01,2206203-43,2221286
2019-10-01,2206203-43,2221288
2019-10-01,2206203-43,2221290
2019-10-01,2206203-43,2221291
2019-10-01,2206203-43,2221292
2019-10-01,2206203-43,2221293
2019-10-01,2206203-43,2221294
2019-10-01,2206203-43,2221295
2019-10-01,2206203-43,2221296
2019-10-01,2206203-43,2221297
2019-10-01,2206203-43,2221322
2019-10-01,2206203-43,2221494
2019-10-01,2206203-43,2221496
2019-10-01,2206203-43,2221500
2019-10-01,2206203-43,2221502
2019-10-01,2206203-43,2221550
2019-10-01,2206203-43,2221566
2019-10-01,2206203-43,2221568
2019-10-01,2206203-43,2221570
2019-10-01,2206203-43,2221571
2019-10-01,2206203-43,2221601
2019-10-01,2206203-43,2221655
2019-10-01,2206203-43,2221659
2019-10-01,2206203-43,2221661
2019-10-01,2206203-43,2221662
2019-10-01,2206203-43,2221752
2019-10-01,2206203-43,2221753
2019-10-01,2206203-43,2221779
2019-10-01,2206203-43,2221811
2019-10-01,2206203-43,2221812
2019-10-01,2206203-43,2221813
2019-10-01,2206203-43,2221822
2019-10-01,2206203-43,2221823
2019-10-01,2206203-43,2221825
2019-10-01,2206203-43,2221828
2019-10-01,2206203-43,2221829
2019-10-01,2206203-43,2221830
2019-10-01,2206203-43,2221831
2019-10-01,2206203-43,2221852
2019-10-01,2206203-43,2221952
2019-10-01,2206203-43,2221954
2019-10-01,2206203-43,2221956
2019-10-01,2206203-43,2221958
2019-10-01,2206203-43,2221963
2019-10-01,2206203-43,2221965
2019-10-01,2206203-43,2221966
2019-10-01,2206203-43,2221968
2019-10-01,2206203-43,2221969
2019-10-01,2206203-43,2221974
2019-10-01,2206203-43,2221978
2019-10-01,2206203-43,2221982
2019-10-01,2206203-43,2221983
2019-10-01,2206203-43,2221984
2019-10-01,2206203-43,2221992
2019-10-01,2206203-43,2222028
2019-10-01,2206203-43,2222029
2019-10-01,2206203-43,2222030
2019-10-01,2206203-43,2222032
2019-10-01,2206203-43,2222033
2019-10-01,2206203-43,2222034
2019-10-01,2206203-43,2222037
2019-10-01,2206203-43,2222038
2019-10-01,2206203-43,2222039
2019-10-01,2206203-43,2222041
2019-10-01,2206203-43,2222042
2019-10-01,2206203-43,2222043
2019-10-01,2206203-43,2222046
2019-10-01,2206203-43,2222047
2019-10-01,2206203-43,2222140
2019-10-01,2206203-43,2222141
2019-10-01,2206203-43,2222142
2019-10-01,2206203-43,2222151
2019-10-01,2206203-43,2222221
2019-10-01,2206203-43,2222222
2019-10-01,2206203-43,2222228
2019-10-01,2206203-43,2222231
2019-10-01,2206203-43,2222232
2019-10-01,2206203-43,2222235
2019-10-01,2206203-43,2222236
2019-10-01,2206203-43,2222237
2019-10-01,2206203-43,2222249
2019-10-01,2206203-43,2222250
2019-10-01,2206203-43,2222251
2019-10-01,2206203-43,2222252
2019-10-01,2206203-43,2222262
2019-10-01,2206203-43,2222288
2019-10-01,2206203-43,2222289
2019-10-01,2206203-43,2222290
2019-10-01,2206203-43,2222291
2019-10-01,2206203-43,2222292
2019-10-01,2206203-43,2222293
2019-10-01,2206203-43,2222308
2019-10-01,2206203-43,2222311
2019-10-01,2206203-43,2222312
2019-10-01,2206203-43,2222320
2019-10-01,2206203-43,2222328
2019-10-01,2206203-43,2222330
2019-10-01,2206203-43,2222331
2019-10-01,2206203-43,2222451
2019-10-01,2206203-43,2222453
2019-10-01,2206203-43,2222468
2019-10-01,2206203-43,2222469
2019-10-01,2206203-43,2222486
2019-10-01,2206203-43,2222490
2019-10-01,2206203-43,2222491
2019-10-01,2206203-43,2222494
2019-10-01,2206203-43,2222511
2019-10-01,2206203-43,2222512
2019-10-01,2206203-43,2222515
2019-10-01,2206203-43,2222516
2019-10-01,2206203-43,2222517
2019-10-01,2206203-43,2222537
2019-10-01,2206203-43,2222539
2019-10-01,2206203-43,2222540
2019-10-01,2206203-43,2222546
2019-10-01,2206203-43,2222547
2019-10-01,2206203-43,2222549
2019-10-01,2206203-43,2222550
2019-10-01,2206203-43,2222565
2019-10-01,2206203-43,2222567
2019-10-01,2206203-43,2222569
2019-10-01,2206203-43,2222570
2019-10-01,2206203-43,2222579
2019-10-01,2206203-43,2222586
2019-10-01,2206203-43,2222587
2019-10-01,2206203-43,2222594
2019-10-01,2206203-43,2222595
2019-10-01,2206203-43,2222596
2019-10-01,2206203-43,2222597
2019-10-01,2211834-19,2219343
2019-10-01,2211834-19,2222574
2019-10-01,2211838-13,2222045
2019-10-01,2219255-4,2219255
2019-10-01,2219969-4,2219969
2019-10-01,2220111-4,2220111
2019-10-01,2220435-3,2220435
2019-10-01,2220436-3,2220436
2019-10-01,2220488-3,2220488
2019-10-01,2220490-3,2220490
2019-10-01,2220506-3,2220506
2019-10-01,2220531-3,2220531
2019-10-01,2220724-3,2220724
2019-10-01,2220782-3,2220782
2019-10-01,2220818-3,2220818
2019-10-01,2220975-2,2220975
2019-10-01,2221149-3,2221149
2019-10-01,2221441-5,2221441
2019-10-01,2221502-3,2221502
2019-10-01,2221550-3,2221550
2019-10-01,2221554-2,2221554
2019-10-01,2221566-3,2221566
2019-10-01,2221601-3,2221601
2019-10-01,2221712-2,2221712
2019-10-01,2221831-2,2221831
2019-10-01,2221897-2,2221897
2019-10-01,2221900-2,2221900
2019-10-01,2221937-2,2221937
2019-10-01,2222142-2,2222142
2019-10-01,2222468-2,2222468
2019-10-01,2222469-2,2222469
2019-10-01,944301-24,944301
2019-10-01,944301-24,2221897
2019-10-01,2222470-2,2222470
2019-10-01,2222471-2,2222471
2019-10-01,2222472-2,2222472
2019-10-01,2222473-2,2222473
2019-10-01,2212362-40,2213176
2019-10-01,2212362-40,2222767
2019-10-01,2212362-40,2222829
2019-10-01,2212362-40,2222836
2019-10-01,2212362-40,2222838
2019-10-01,2212362-40,2222839
2019-10-01,2212362-40,2222845
2019-10-01,2212362-40,2222846
2019-10-01,2212362-40,2222854
2019-10-01,2212362-44,2213176
2019-10-01,2212362-44,2222767
2019-10-01,2212362-44,2222829
2019-10-01,2212362-44,2222836
2019-10-01,2212362-44,2222838
2019-10-01,2212362-44,2222839
2019-10-01,2212362-44,2222845
2019-10-01,2212362-44,2222846
2019-10-01,2212362-44,2222854
2019-10-01,2212362-47,2213176
2019-10-01,2212362-47,2222767
2019-10-01,2212362-47,2222829
2019-10-01,2212362-47,2222836
2019-10-01,2212362-47,2222838
2019-10-01,2212362-47,2222839
2019-10-01,2212362-47,2222845
2019-10-01,2212362-47,2222846
2019-10-01,2212362-47,2222854
2019-10-01,2212362-51,2213176
2019-10-01,2212362-51,2222767
2019-10-01,2212362-51,2222829
2019-10-01,2212362-51,2222836
2019-10-01,2212362-51,2222838
2019-10-01,2212362-51,2222839
2019-10-01,2212362-51,2222845
2019-10-01,2212362-51,2222846
2019-10-01,2212362-51,2222854
2019-10-02,1278807-52,2084691
2019-10-02,1278807-52,2084743
2019-10-02,1278807-52,2163272
2019-10-02,1278807-52,2163274
2019-10-02,1278807-52,2214021
2019-10-02,1278807-52,2214023
2019-10-02,1278807-52,2222906
2019-10-02,1554111-110,2055592
2019-10-02,1554111-110,2110026
2019-10-02,1554111-110,2131130
2019-10-02,1554111-110,2132413
2019-10-02,1554111-110,2197360
2019-10-02,1554111-110,2210897
2019-10-02,1554111-110,2218950
2019-10-02,1554111-110,2219152
2019-10-02,1554111-110,2222980
2019-10-02,1594134-75,2113185
2019-10-02,1594134-75,2213371
2019-10-02,1594134-75,2218597
2019-10-02,1594134-75,2223649
2019-10-02,2055677-66,2212441
2019-10-02,2055677-66,2212442
2019-10-02,2055677-66,2223650
2019-10-02,2079781-54,2219078
2019-10-02,2079781-54,2223648
2019-10-02,2083337-56,2221173
2019-10-02,2083337-56,2222966
2019-10-02,2083667-34,2112477
2019-10-02,2083667-34,2215891
2019-10-02,2083667-34,2223640
2019-10-02,2084699-63,2219017
2019-10-02,2084699-63,2222879
2019-10-02,2084699-63,2222985
2019-10-02,2110439-66,2219328
2019-10-02,2110439-66,2223651
2019-10-02,2113697-43,2174685
2019-10-02,2113697-43,2174688
2019-10-02,2113697-43,2174689
2019-10-02,2113697-43,2214589
2019-10-02,2113697-43,2219276
2019-10-02,2113697-43,2219278
2019-10-02,2113697-43,2222813
2019-10-02,2113697-43,2222851
2019-10-02,2113697-43,2222995
2019-10-02,2114759-43,2165941
2019-10-02,2114759-43,2166003
2019-10-02,2114759-43,2211656
2019-10-02,2114759-43,2211692
2019-10-02,2114759-43,2222909
2019-10-02,2118202-71,2164322
2019-10-02,2118202-71,2164326
2019-10-02,2118202-71,2218240
2019-10-02,2118202-71,2223408
2019-10-02,2123642-35,2222639
2019-10-02,2123642-35,2222641
2019-10-02,2123642-35,2223562
2019-10-02,2136674-32,2209113
2019-10-02,2136674-32,2209152
2019-10-02,2141516-50,2219680
2019-10-02,2141516-50,2219681
2019-10-02,2141516-50,2223618
2019-10-02,2145237-44,2212216
2019-10-02,2145237-44,2222994
2019-10-02,2149110-62,2210163
2019-10-02,2149110-62,2214990
2019-10-02,2149110-62,2223652
2019-10-02,2149923-78,2208770
2019-10-02,2149923-78,2208774
2019-10-02,2149923-78,2222959
2019-10-02,2150161-35,2222164
2019-10-02,2150161-35,2222981
2019-10-02,2150528-43,2221357
2019-10-02,2150528-43,2223012
2019-10-02,2152904-36,2196013
2019-10-02,2152904-36,2224047
2019-10-02,2152904-36,2224063
2019-10-02,2159798-38,2166452
2019-10-02,2159798-38,2221740
2019-10-02,2159798-38,2222963
2019-10-02,2168399-50,2222881
2019-10-02,2168399-50,2222923
2019-10-02,2170974-31,2217870
